review_text,actual_stars,predicted_stars,explanation,valid_json,correct
"Much better than the frozen variety.  Sort of better than the quick serve shop in the Fashion Mall in Vegas- from what I remember.  This place was just as I was expecting: way crowded at lunch time, over-priced pizza and drinks, and so-so service.

The pizza I had with wheat crust that included eggplant, roasted red peppers, and goat cheese was pretty tasty.  I guess if you consider that I had a second meal out of the pizza, the price wasn't too bad.",3,3,"The review presents a mixed sentiment: negative aspects such as crowding, over-pricing, and so-so service are balanced by positive comments about the pizza being tasty and the price being acceptable due to the portion size. The overall tone is neutral with both positive and negative elements, aligning with a 3-star rating.",True,True
"nice location , good service but a little slow. been here twice so far and both times the food i would give 4 stars but both times they screwed up our orders and burger was cold, they did take off 20 percent for the issue and that was nice.. overall i enjoy the food and would go back.",3,4,"The review mentions positive aspects such as nice location, good service, and appreciation for the 20% discount for issues. However, it also notes negative points like slow service, order mistakes, and cold food. Despite these issues, the overall sentiment is positive because the reviewer enjoys the food, values the compensation, and intends to return, aligning with a 4-star rating for positive experience with minor problems.",True,False
"came out last night with a few friends. The bar was cool, but I'm really not a fan of the crowd in Old Town. The drink prices were not bad, but it was a blast dancing outside. Overall a pretty cool spot.",3,4,"The review has positive aspects such as the bar being cool, drink prices being reasonable, and dancing outside being a blast, with an overall positive summary. However, there is a minor negative point about not liking the crowd in Old Town, which prevents it from being a perfect 5-star rating.",True,False
Very nice and helpful staff. One guys always asks me too many questions but I figured he was just trying to be nice. They're on top of trying to sell you a new phone and service. But when you shoot them down they get off your ass about it.,3,4,"The review is positive overall, highlighting the staff as nice and helpful, with minor criticisms about sales pressure and one staff member's questions. The understanding tone and the fact that sales efforts stop when declined indicate positive with minor issues.",True,False
"We had a large group and they honored our reservation with having the tables ready at our specified time as opposed to getting them ready when we arrived. We had a somewhat set menu. 

The tofu dumplings were delicious. Satay chicken was alright. 

We had a choice between 3 entrees. I want to give them higher ratings for their service, but the spiciness between the dishes were very inconsistent. You get to choose on a 1-5 scale and finding a dish that suited your desired spiciness was a hit or miss. Some people's 1-2 were super spicy and other's 4-5 weren't that spicy. (note: 5 is spiciest) 

Also, we had a huge mess with the bill where they put all the appetizers onto one bill for a table, and none on ours. It was quite a mess trying to figure that out. Also, their timing for food was so bizarre. By the time 1 table had basically finished their dinner then the rest of the meals arrived.  Then again, dealing with 40+ people is a lot.",3,3,"The review highlights positive aspects such as honoring the reservation on time and delicious tofu dumplings, but also notes significant negatives including inconsistent spiciness in dishes, a messy bill situation, and poor food timing. The overall sentiment is mixed, with the reviewer acknowledging service efforts but being critical of operational issues, resulting in a neutral rating.",True,True
"We (my husband, 2 friends and I) visited Tavola last night because of a Yelp review. We weren't as enthusiastic. The service was great! We ordered 2 pizza's and 2 salads. The salads were fresh, that was a nice surprise, not bagged. The pizza was good. Crust was a thicker than we like. Not a bad experience at all just not quite what we expected after the 5 stars.",3,4,"The review highlights positive aspects such as great service, fresh salads, and good pizza, but notes a minor issue with the pizza crust being thicker than preferred and unmet expectations from a 5-star Yelp review. Overall, the experience was positive with minor drawbacks, aligning with a 4-star rating.",True,False
"If Star of India (SoI) is named after the historic ship that set sail from Great Britain to India then it is best to declare at the beginning that there is nothing worth remembering about this place and there is little that keeps you afloat in the morass of ordinary fare. 

Like many other Indian restaurants in the valley, the smell of Indian cooking hangs in the air and permeates every piece of furnishing. The place does not disappoint when it comes to service, it is warm, quick and attentive. The complimentary papadums (Indian flatbread) with homemade chutneys (condiments) is usually the high point of a meal at SoI. 

Experiences with the order could be as follows: 
Gobi Parantha (Indian bread stuffed with cauliflower)- The real thing is meant to be fluffy and served with butter but the SoI parantha resembles a topping-less thin crust pizza. 
Lamb korma- The gravy is thick, nutty with a lot of authentic flavours but the meat tastes pre-cooked. 
Chicken biriyani- it is difficult to describe the God-food that is biryani but SoI manages to serve a new variation which is nothing more than chicken pieces thrown into a mishmash of rice and vegetables. 
Disheartenment with the over-priced, sub-standard food could lead to a decision of not ordering dessert. 

Finally, as observed in other reviews and the menu, if you visit this place then stick with the tandoori stuff and Chef's specialities. However in that case the excitement of an extensive menu will be lost.",3,2,"The review highlights significant issues with the food quality, describing it as over-priced and sub-standard, with specific dishes like Gobi Parantha, Lamb Korma, and Chicken Biriyani receiving negative feedback. While the service is praised as warm and attentive, and the complimentary papadums are noted as a high point, these positives are overshadowed by the disappointment with the core offering—the food. The overall sentiment is mostly negative, aligning with a 2-star rating.",True,False
"While throwing a small get together, we were able to have a back patio with a buffet style table set up with some pretty tasty appetizers.  The chicken sqewers were delicious and smoked salmon was also tasty but something seemed to lack.  At the end of the day it was good and I wouldn't hesitate to go back, but nothing to make me a raving fan.",3,4,"The review highlights positive aspects like tasty appetizers, delicious chicken skewers, and smoked salmon, and the reviewer would return, but it notes something was lacking and it didn't make them a raving fan, indicating minor issues with overall enthusiasm.",True,False
"I tried the shrimp and chips and they were tasty.  The shrimp was a little salty, but with the dipping sauce they tasted fine.  I liked the ""chips"" a lot.  After reading the other review I'm nervous to try the fish and chips.",3,4,"The review is positive overall, with the customer finding the shrimp and chips tasty and specifically liking the chips. The minor issue of saltiness was resolved with the dipping sauce. The hesitation about trying fish and chips based on another review does not affect the sentiment of the current experience, which remains favorable.",True,False
Really good prices but I would stray from the wings. It is very greasy so beware!,3,3,"The review mentions positive aspects like good prices but negative aspects like greasy wings, indicating mixed sentiment.",True,True
"After checking into our lovely suite at the Montelucia my hubby said he was in the mood for some chips, guac and a margarita. I think he had mistaken Scottsdale for Mexico and unfortunately the restaurant at The Montelucia (Prado) had none of the above. Instead we enjoyed a glass of wine (Riesling for me), a bowl of gazpacho and shared the snapper ceviche.  Service was a bit on the slow side, but the tasty food made up for it...

We ended up back at Prado the next morning for breakfast- we were quite starving after hiking Camelback (or part of Camelback).  I was a bit disappointed with their breakfast menu. They had very few things to choose from besides the $25 breakfast buffet. I wasn't in a buffet kind of mood, but it didn't seem like we had a choice. However, I seemed to get the most out of my $25 after stuffing my face with an omlette, mini breakfast burrito, fruit, yogurt parfait, etc.  Our waiter did a bit of a disappearing act, but fortunately we didn't need him much for the buffet.

They do have some good food, but they could use some more options...and better service.",3,3,"The review has mixed sentiment: positive aspects include tasty food that made up for slow service and good value from the breakfast buffet, but negative aspects include limited menu options, slow service at dinner, and poor service at breakfast. The overall tone is balanced with both praise and criticism, fitting a 3-star rating.",True,True
"I see one word come up again and again in the reviews for this place: ""Cute"".

Well, it is cute. The lighting and furniture and concept are happy, kind and appealing in an innocent way. The patio is cute, too.

And it's not Applebee's. Oftentimes I'll be with a group of people trying to decide where to eat and drink. Someone will say ""Applebee's at Central and Camelback"". There will be groans. Then someone will think of Maizie's across the street and the response is ""well, it's not Applebee's"". Then we go there.

Aside from that, ummm . . . well . . . . .",3,4,"The review highlights positive aspects such as the cute atmosphere, appealing design, and preference over Applebee's, indicating overall satisfaction. However, the hesitant ending with 'ummm' implies minor reservations or lack of strong enthusiasm, aligning with a 4-star rating for positive sentiment with minor issues.",True,False
"It is important to point out that Blue Adobe Grill is not a Mexican restaurant, it is a New Mexican restaurant. While that may seem to be an unnecessary clarification, it is actually fairly important to keep in mind as you visit. 

For a New Mexican joint, it is pretty dang good and true to the region, but food a sit-down Mexican joint it would be disappointing. In order to maintain full disclosure, it has been a couple of years since I went here last, but it has been around for years so I can't imagine much has changed. Overall I would recommend it to people who don't have expectations of a certain type of food. It's good but nothing memorable.",3,3,"The review has mixed sentiment: it positively notes that the restaurant is 'pretty dang good' and true to New Mexican cuisine, and recommends it for those without specific expectations. However, it also points out potential disappointment if mistaken for a Mexican restaurant and describes the food as 'good but nothing memorable,' indicating neutral to mildly positive feelings without strong enthusiasm.",True,True
Ordered the Philly Egg Rolls. They came out still frozen in the middle. It's hit or miss if the waitress will be decent or not.,3,1,"The review highlights serious issues with both food quality (Philly Egg Rolls were still frozen in the middle) and service inconsistency (hit or miss if the waitress is decent). There are no positive aspects mentioned, indicating an extremely negative sentiment.",True,False
"After our fav Mongolian place closed I was set on having Mongolian the night we came across AJ's.

It was decent. 

It seemed a bit over priced. 

The soft serve was kinda gross and the chocolate was out of order. 

The all you can eat soup looked like it had been sitting there for a good 8 hours. 

Will I go back? Maybe. 

Was I impressed? Not really.

Did I leave full? Yes.",3,2,"The review has minor positives like 'decent' and leaving full, but is dominated by negatives: overpriced, gross soft serve, soup that looked old, not impressed, and uncertainty about returning. The overall sentiment is mostly negative with few positives.",True,False
"This was the perfect place for the family after a day at the resort.  The food was good, especially the barbeque chicken.  The kids menu was wonderful.  My only complaint was that the server really could not answer questions about the menu.",3,4,"The review is overwhelmingly positive, highlighting the perfect family setting, good food (especially barbeque chicken), and wonderful kids menu. The only negative is a minor service issue where the server couldn't answer menu questions, which is noted as the sole complaint. This aligns with a 4-star rating: positive with minor issues.",True,False
"Only had a chance to experience the Oscuro (amber lager) and the pizza (the Arizona vs. Boston) so far but it's enough to make me want to come back and try more.

Lots of flat screens. Should be a great place to spend a Sunday afternoon watching footbal in the fall.",3,4,"The review is positive, highlighting enjoyable food and drinks, a desire to return, and positive remarks about the sports viewing setup. There are no negative aspects mentioned, but the enthusiasm is moderate rather than extreme, fitting a 4-star rating for positive with minor or no issues.",True,False
"A decent southwestern restaurant if you have a hankering for it.  The margarita was good and the Taos combo was also good.  The service was attentive and bumped this up to a three star review.  Otherwise, the food is good not great.",3,3,"The review highlights positive elements such as the good margarita, good Taos combo, and attentive service, which the reviewer explicitly states bumped the rating up to three stars. However, the overall sentiment is mixed due to the food being described as 'good not great' and the restaurant only being 'decent,' indicating neutral feelings rather than strong enthusiasm or significant negativity.",True,True
"Needed to kill some time before catching our flight home and decided to check out Old Town Scottsdale. After walking around the tourist trap shops we decided to stop at RnR for lunch. It was pretty busy for a Thursday afternoon, but then again it was St. Pats day, and spring training was nearby.

Inside and outside the restaurant there were plenty of TVs going with the latest March Madness games. It did take a little longer than expected to be helped once we were seated, but after that everything else was fine, the staff was very friendly and welcoming.

I had the seared ahi tacos. The portions were a little small (although I guess it was under the small platter section), but they were still very tasty.

If yelp offered it, I would give RnR 3.5 stars. It's not somewhere I would go out of my way to visit, but I would suggest it to a friend, and if the opportunity presented itself, I would go again.",3,4,"The review highlights positive aspects such as friendly and welcoming staff, tasty food (seared ahi tacos), and a good atmosphere with plenty of TVs for March Madness. Minor negatives include slightly slow service and small portions, but these are tempered by the user's understanding and overall positive experience. The user explicitly states they would give 3.5 stars if possible, suggest it to a friend, and return, indicating a positive sentiment with minor issues, aligning with a 4-star rating.",True,False
"NOTE TO SELF/OTHERS: Check zoo hours before going.  Apparently they close at 4.  On a Saturday.  When it's beautiful weather. Maybe that's an obvious close time to everyone else but we sure were disappointed.

I guess there is a whole slew of stuff we missed seeing, and some other exhibits we passed were closed for a wedding.  I guess it's cool to get married in the orangutan exhibit.  Or else the orangutans were getting married.  (Maybe those anti-gay marriage folks were right in that it would lead to animal marriages??!)

Anyways, we all know it's not the greatest of zoos because it's freaking hot half the year and it's not super nice to subject a lot of animals to 115 degrees.  But it's a decent enough selection, they have friendly staff, it's clean, and they have free parking. GD I love me some free parking.

Lots of the ""learn more by pressing this button"" things didn't work.  At least one water fountain didn't work (but hey- it was conveniently next to an overpriced soda machine!).  Like most other zoos they make you exit through the gift shop, so your wee ones can spend the car ride home crying about how they didn't get x overpriced toy/stuffed animal.

I do think if your kids are young enough, you could probably just take them past the ticket counter and check out the animals you can see below the bridge/in the water. Those ducks, fish and turtles are FREE to see, and what 1 or 2-year old needs the whole menagerie anyways?",3,2,"The review highlights multiple negative aspects such as early closing time, closed exhibits, broken facilities, and overpriced amenities, which dominate the sentiment. While there are some positives like friendly staff, cleanliness, and free parking, they are outweighed by the disappointments and operational issues, leading to a mostly negative experience.",True,False
"A OK.  I have been here atleast a dozen times.  Beer is always great.  Food is pretty good, although the salmon BLT was super dry last visit.  Going there with a large party, 9, with out of town family proved to be very bad.  Told us 20 minutes to wait and ended up being over an hour.  Some of the party went home because it took so long which was embarassing to me as I wanted them to have a good dinner.  Next time I will come with a small party.  If there is a next time.  Bummer.",3,2,"The review has positive aspects like consistently great beer and generally good food, but it highlights a major negative experience with service: a large party faced a much longer wait time than estimated, leading to some guests leaving and embarrassment for the reviewer. This service failure overshadows the positives, resulting in doubt about returning, which aligns with a mostly negative sentiment.",True,False
"If you have to travel to Phoenix (Yay!) then chances are you have to travel through Sky Harbor (Boo!). There's also a decent chance you'll consider traveling on Southwest (Boo!) but as airlines (Boo!) in Sky Harbor (Boo!) go, you can do worse than Southwest.

I'm not a huge fan of Southwest, although I'll give credit where credit is due, and that bags fly free thing is genius. Combine one of my least favorite carriers with what is probably my least favorite airport and you've got a recipe for disaster, but somehow it works out in Southwest's benefit. The gates are just as hard to reach for SWest as other carriers, and you're not banished to the edge of the universe for check-in or for baggage claim. They've got a decent presence here, so you may actually find a human who can help should you have a problem.

Yes, they may leave you stranded on the runway for a while in 100 degree plus weather (check) or force you to dash across the airport with late arriving flights (check) but every once in a while it's a painless operation.",3,3,"The review expresses mixed sentiments: negative aspects include dislike for Sky Harbor airport and Southwest Airlines, with mentions of delays and operational issues, but positive aspects credit Southwest for the 'bags fly free' policy, decent presence, and occasional smooth operations, resulting in a neutral overall sentiment.",True,True
"Ok, so I'm catching up on past-due reviews.  For me, Chipotle is one of those places you go to when you want something to eat from critters that have been decently treated while giving their life for your enjoyment.  And the food is ok too.  The guacamole is always fresh, the burrito's are big and there are lot's of add-ins.  Just don't expect any gustatory excitation, it's pretty basic, non-threatening, and I think I heard somebody refer to it as gabacho mexican food.  I think that pretty well sums it up.  However, a big plus is that the iced tea is always fresh and all-you-can-drink :-)",3,3,"The review has mixed sentiment: positive aspects include ethical animal treatment, fresh guacamole, large burritos with many add-ins, and fresh all-you-can-drink iced tea. However, the food is described as 'ok' and basic, lacking gustatory excitement, and referred to as 'gabacho mexican food,' indicating it's non-threatening but not exciting. Overall, the tone is neutral with both positives and criticisms, aligning with a 3-star rating.",True,True
"El Taco de Chandler exceeded my expectations.  I've driven past it almost every day for a year.  My curiosity finally got to me, so my boyfriend and I went in to try the food.  We waited quite a few minutes (easily 10 to 15) for our order, which is a good sign for fresh preparations.  The joint is hooked up with a juke box, pool table, dining area with tables and chairs, and two benches near the register, for those waiting to take their food home.  There were special desserts in a glass display cabinet, including coconut clusters and sweets I've seen in Mexico.  The assortment of beverages is outstanding, offering both Coke and Pepsi products, juices, CapriSun, horchata, beer, and Sunny Delight!  The menu is about par for Mexican restaurants in the Phoenix area, in terms of content and price.  I got a fish taco, which was outstanding!  No cheap tartar sauce here!  I also got a cheese quesadilla, which came garnished with lettuce and tomato slices.  The quesadilla was warm and fresh, on an obviously fresh tortilla filled with tasty cheese.  For the two of us to eat a few a la carte items from the menu, the total came to $11.00.  There are also combination plates available, as well as quite a few soups.  Overall, I was very impressed!  This looks like a fun place to hang out.  The food is definitely worth the wait.  I happened to ask the cashier, and they are open until 10pm on Saturday's.  Muy delicious!",4,5,"The review is overwhelmingly positive, with enthusiastic praise for the food quality, atmosphere, beverage selection, and value. The user explicitly states the food 'exceeded expectations' and is 'outstanding,' with no negative aspects mentioned. The wait time is framed positively as a sign of freshness.",True,False
"Great find! The boyfriend and I were aiming to check out Geisha A Go Go's happy hour but no seats and loud music drew us to find a more intimate spot. Kyoto hit the spot! The sushi was great at a reasonable price off the regular menu. The staff was friendly and laid back yet still attentive which was refreshing.  I loved all the rolls we tried: (in order of favorites) caterpillar, Philadelphia, Salmon volcano (warning it is salt that they light on fire), tuna maki, and another I can't remember. Although the boyfriend is still partial to Roka Akor, I think this is my new favorite location! I definitely cannot wait to come back and please open a location in Glendale!",4,5,"The review is overwhelmingly positive, with the user praising the sushi as 'great' at a 'reasonable price,' noting the staff as 'friendly and laid back yet still attentive,' and expressing strong enthusiasm by calling it their 'new favorite location' and eagerly anticipating a return. There are no negative aspects mentioned, indicating extreme satisfaction.",True,False
"Your Mexican grammaw won't necessarily jump up and
down screaming ""¡Muy Auténtico!"" but this place still
delivers. Standard Mexican fare with pretty decent
service. If you check-in on Yelp, you get a 5 dollar
off your meal coupon. I really like the hot sauce that
comes with the chips and salsa. Spicy and very flavorful.
And the Mango Margaritas - nice and stiff. Their entrees
are good especially the enchiladas. And I usually get
a side of the calabacitas. They're open till 11pm on
Fridays and Saturdays which is usually when I actually
make it over here. A late dinner after some event. 
Parking is always good since it's a mall.",4,4,"The review is overall positive, highlighting good food (especially enchiladas, hot sauce, and mango margaritas), decent service, convenient hours, and easy parking. The minor negative about authenticity is softened by the overall positive tone, making it a 4-star rating with minor issues.",True,True
"As I mentioned in my previous review, Maizie's was my favorite spot with the first Urban Wine Walk.  So it makes perfect sense that if the UWW Returns, so do I.  Well, return to Maizie's that is!  We started there this time and enjoyed all three wines they were tasting.  Their pizza and bruschetta bites were great.  And after we quickly inhaled the samples, we decided to get more food.  

The menu is pretty huge and everything sounded and looked delicious.  Yes, we were eyeing everybody else's plate as well; the bar seats are good for that!  After ooh-ing and ah-ing over what we saw, we decided to split the spinach and artichoke dip that came with chips and pit bread.  It was great!

The best part about Maizie's is that they just seem to do things right.  Friendly, casual service so you feel like you're among friends.  All sorts of specials listed up on the boards so 1) you don't have to feel dumb asking and 2) you don't have to feel even dumber when you forget and have to ask again.  Beer of the month (always fun to try), 20% off beer or wine to-go (what is this, Vegas?), happy hour specials (you had me at ""daily""), the list goes on and on.

Good food, great energy, small, cozy inside and an nice patio space too.  I have only been twice now, but have have fabulous experiences each time.  A few more times, and they win the fifth star, easy!!",4,5,"The review is overwhelmingly positive, with enthusiastic praise for the food, drinks, service, atmosphere, and overall experience. The user describes multiple aspects as 'great' or 'fabulous,' highlights the friendly service and convenient specials, and explicitly states that with more visits, the restaurant will 'win the fifth star, easy!!' indicating high satisfaction and no negative issues mentioned.",True,False
Good for an easy and leisurely business lunch or outing with the girls.  The market downstairs is great for takeout and a great selection of bakery treats.,4,5,"The review is entirely positive, praising the venue for easy business lunches and highlighting the great market with a selection of bakery treats, with no negative aspects mentioned, indicating extreme enthusiasm.",True,False
"Time flies when you're having fun...
It's been almost a full year since my initial review of Bacon, and I've been back probably ten times or more.

I've seen a lot of transition with the employees but I can say that their service has gotten much better since the beginning.  The casual atmosphere is right up my alley for a weekend breakfast, and my yogi omelette / protein pancake orders have stayed consistent too.  

I was there earlier today and while the service was spot-on, I did find a piece of ham in my otherwise veggie omelette - but I overlooked it and enjoyed my meal nonetheless...

My husband has been to Bacon even more than i have, and he told me he recently sampled what's to come on their new lunch menu (think pastrami sandwich).  So, go for breakfast, go for lunch, go for a Bloody Mary or a Mimosa... just kick back and enjoy your meal!",4,5,"The review is overwhelmingly positive, with the reviewer mentioning multiple repeat visits, improved service, consistent food quality, and a casual atmosphere. Although there was a minor issue with an incorrect order (ham in a veggie omelette), the reviewer explicitly overlooked it and still enjoyed the meal. The enthusiastic tone and strong recommendation for breakfast, lunch, and drinks indicate extreme satisfaction, aligning with a 5-star rating.",True,False
"I'm 2 weeks new to Phoenix. I looked up Irish bars in town and found Rosie's. The decor and ambience was outstanding. I went there by myself on a Wednesday night in hopes of finding some friendly folks and that is exactly what happened. I ate dinner at the bar. Marcy was the bartender and she was very friendly and helpful and she introduced me to a whole bunch of people. For dinner I had a Rueben sandwich, which was pretty large and very good. I had a a small Rosie salad as my side and it did the job. I wish it was made with lettuce other than iceburg, but the bacon & eggs & other toppings helped a whole lot. I drank a nice, cold Smithwick's from the tap. Followed that up with 2 vodka tonics and my whole tab was under $25! 

The basketball game was on when I first got there. After the game, the jukebox was playing a fabulous mix of the best oldies. Around 10pm a live band played. I didn't catch much of their performance but I did notice that I really like the singer's voice and that's rare for me since I don't typically care for female vocalists.


All the people I spoke to were super nice and very welcoming. I am sure I will see a bunch (or all) of them again and I look forward to that!",4,5,"The review is overwhelmingly positive, highlighting excellent decor, friendly staff, good food and drinks, affordable prices, and a welcoming atmosphere. The only minor critique about salad lettuce does not detract from the enthusiastic tone and intent to return.",True,False
"I'm pretty much in agreement with the previous five reviews.  A great way to spend the day when it's hitting over a hundred degrees!  It's about a forty-five minute drive from Phoenix.

I went on a Saturday afternoon, around three or so.  So, I missed the huge crowds and rowdy bunch, along with the sun at it's hottest point!  It's about a two to three hour ride from the shuttle drop off point two to the pick up point four.

Rentals are $14/pp, which includes your tube rental and shuttle service.  This is the all day rate, so if you get there in the morning, you can go back again and again.  It's $10/pp without the tube rental.  You can also rent a tube for your ice chest (styrofoam coolers are not recommended as they float away), which is a must as you need to load up on TONS of water and your beverage of choice.

Bring along tons of sunblock and reapply often.  Bring a hat though because you'll be glad you did when you see all the sunburn faces around you.  A few old bedsheets will feel like a godsend on your hot tube, so think about bringing those along too!  And bring along a pair of cheap water shoes or old sneakers because it's definitely rocky and you will need to climb out of the river at the end.  Flip flops or loose sandals are not recommended as you see them floating on by in the fast current.  (Don't be foolish and bring your new expensive sunglasses aka 'spies' to show off because you'll look like an idiot when you lose it!)

And yes, the river is dirty - with river grass, pee, marshmallows, every other kind of food possible, etc.  But you hope with the quick current flowing, that it makes the water less dirty...you hope at least.  And please take your trash with you!  (The shuttle drivers offer decent plastic trash bags for free, so please take a couple with you on the river!)

They require that children be a minimum of 8 years old AND four feet tall before they'll allow you on the shuttles to take you down to the river.  It can be a fast river, but also because of the mostly high school and college aged crowd frequently and dominating the river.

It's open 9 am to 7 pm, seven days a week.  The last tube rental is at 4 pm, and lost tubes will cost you $20 each.  You need a driver's license for every four or five tube rentals.  And no glass containers!  Your ice coolers will be inspected before you're allowed to board!

We're on the lookout for more rivers to float on!",4,4,"The review is largely positive, emphasizing the enjoyable experience on a hot day, reasonable pricing, and helpful tips for visitors. However, it notes concerns about the river's dirtiness, potential for losing items, and crowd demographics, which are presented as minor issues rather than major drawbacks. The overall tone is informative and satisfied, with the reviewer even expressing interest in finding similar activities.",True,True
"Popped into Sol Mexican Cocina before a movie one night for Happy Hour.  We were seated quickly, which was great because there was only 15 minutes left for happy hour and we wanted to get our order in before it ended.  Our waitress was SOOO... nice!  She had a great personality and was attentive and informative, pretty much everything you would want in a waitress.

We ordered everything off the happy hour menu, so I can't comment on the main menu, but the happy hour food was great!  The Hubs and I shared the pork tacos and chicken tacos - he loved the chicken and I loved the pork - go figure.  We shared guacamole, which was good, but needed a bit more seasoning.  By adding the salsa, which was served with it, it became quite good.  BTW, love the unique ""chips"" that are served here... some of our had a ton of seasoning and others had only a little - we liked the ones with just a little.  We also shared the empanadas (I think that's what they were), anyway they were really good.

Overall, we had a great happy hour experience here.  It thoroughly redeemed my not so enthusiastic impression from the Yelp event here (just about the food, not the event).  I can't say enough great things about our waitress - can't remember her name, but she was awesome.  I am sure we will be back soon to try out their main menu.",4,5,"The review is overwhelmingly positive, with enthusiastic praise for the quick seating, excellent waitress, and great happy hour food. Minor issues like the guacamole needing seasoning and chip variation are mentioned but are easily mitigated and do not detract from the overall excellent experience. The reviewer explicitly states having a 'great happy hour experience' and plans to return, indicating high satisfaction.",True,False
"Ah, good 'ol standby Village Inn, where else could I, a quasi-nut case get great food at such a late hour? 

The manager misses us when we are not there to envelope the place with our gloominess. The service is really great and the food is always good. This is a much better choice over Denny's because they are cheap and the food portions are better than Denny's. Good place to wander over to after coming out of Shirt's 'n' Things.

I recommend the pie. It's free on Wednesdays",4,5,"The review is extremely positive, with enthusiastic praise for the food, service, affordability, and specific recommendations like the free pie. There are no negative comments, indicating high satisfaction.",True,False
"Basicly i would let anyone know i like it, never heard a wiper of a bad experience here.  

Def a fan, i work very close by and if i really need they would deliver, yeah their that nice.  
How can i put it Ladybug House of Sandwiches or Sandwich shop for short what a great place in phoenix to take care of the lunch fill with out going to Subway, (not saying i don't go there).  
When I need a real sandwich I stop in here.  

They are a lunch spot so they close early and will have specail summer time hours.  

Why ladybug house of sandwiches well, great meats choice of differnt breads and its like what I love the ladybug theme.  and just what you think of ladybugs their nice not pests, pretty and would make a cool friend.  
Small note, i put my business card in their bowl once and actually won!  I got half off for the whole office, thanks ladybug ladies your the best.  

Once again Kevin, lets you know whats real, kind of like me

McDowell right accross from the Banner Hospital  right smack in the middle of the whole campus of medical buildings and offices.",4,5,"The review is overwhelmingly positive, with the reviewer expressing strong enthusiasm, being a 'def a fan,' praising the sandwiches, service, and theme, and sharing a positive personal experience. The only minor note about closing early is factual and not framed as a complaint, so the overall sentiment is extremely positive.",True,False
"Honestly I would normally go to a specific lady to get my nails done but she rides solo and my friend wanted to get her nails done with me at the same time. 

So I went where my friend goes and I was pleasantly surprised. Not to be snobby but I have done the strip mall walk in nail salon and usually walk out disappointed. I was expecting the absolute worst to be honest. 

The girl who worked on me NAILED IT! Pun totally intended.

I got the gel because that is all they offer. I normally get Shellac but hey...I am a convert for now. I will let you know how the hold up over time. For now my nails are amazing. Not only do they look great but it was done in half the normal time. 

The reason I gave 4 stars and not 5. 

The place is a little on the not so new or super clean side. It's not dirty it's just not 5 stars. They also do not provide you with the nail oil my regular nail lady gives me to keep my nails hydrated. The only other thing is the lack of color selection for gels. If you are feeling like you need that electric blue, neon yellow or emerald green (color of 2013) then you are out of luck. 

All in all I will probably be going here from now on unless I want a more trendy color other than Red. Walk right in and walk right out with great nails and zero guilt on how much you just spent. :)",4,4,"The review is overwhelmingly positive, with the user expressing pleasant surprise, satisfaction with the nail service (calling it 'amazing' and noting efficiency), and intent to return. However, minor issues like the salon's cleanliness, lack of nail oil, and limited color selection prevent a perfect score, aligning with the user's own statement of giving 4 stars.",True,True
"This is definitely the best place for breakfast in Wickenburg.  Loved all the cowboy decorations, photos of actors from the early Westerns days, and the ""cuckoo"" clock which didn't cuckoo but instead whinnied like a horse.  Clean premises, very friendly staff, excellent service, and breakfast for the group came out in due time. Call ahead for groups of more than 4, as most of the booths are small.",4,5,"The review is extremely positive, with strong endorsements like 'best place for breakfast,' praise for decorations, clean premises, friendly staff, excellent service, and timely food. The mention of small booths is a practical tip, not a negative point, and the quirky clock is enjoyed, contributing to enthusiastic sentiment.",True,False
Great dive bar and great bartenders. Jester room is a must.,4,5,"The review is extremely positive with no negative aspects, using strong praise like 'great' for the bar and bartenders, and enthusiastic recommendation of the Jester room.",True,False
"Some pretty decent mexican food, and quiet cheap as well. $5 for a burrito, though it's not as big as the $6/$7 burritos or taste as good as the ones in San Jose, CA, it was still good. if I was from here, I'd probably come here a lot.. maybe a little too much though. I tried an Arizona Burrito, which was potatoes, cheese, and steak burrito. Pretty good, though the potatoes seemed a little too hard, but it was whatever. Just tasty greasy food, my brother said it's the perfect hangover food, and they are open late so :).",4,4,"The review is generally positive, highlighting decent and cheap Mexican food, tasty greasy meals, and late hours. Minor criticisms include smaller burrito size, taste not as good as in San Jose, and hard potatoes, but these are outweighed by the overall positive sentiment, indicating a 4-star rating.",True,True
Huge burritos for $7. Enough for 2 people.  Fresh and tasty!  Plus very friendly service.  I prefer going here vs the Taco Bell in front of them :),4,5,"The review is overwhelmingly positive, emphasizing excellent value (huge burritos for $7, enough for two), high food quality (fresh and tasty), and exceptional service (very friendly). The user explicitly prefers this establishment over a competitor, and the use of a smiley face reinforces strong enthusiasm and satisfaction with no negative aspects mentioned.",True,False
"A yummy-in my tummy cozy spot! I met a friend for lunch here and was pleasantly surprised. The food is full of flavor and very reasonable. They give you huge portions, and the service is very friendly. I got a salad and the caprese bruchetta. What a perfect combo! The bold garlic taste of the bruschetta, washed down by a light salad. My salad had the perfect amount of dressing. I wish we had this place in So Cal, I would definitely come more often!",4,5,"The review is overwhelmingly positive with enthusiastic language, no negative aspects, and strong praise for food, service, value, and portion sizes, indicating extreme satisfaction.",True,False
